product_category,negative,neutral,positive
Appliances,41.935483870967744,55.483870967741936,2.5806451612903225
Electronics,40.92409240924093,57.0957095709571,1.9801980198019802
Men/Women/Kids,43.96551724137931,52.1551724137931,3.8793103448275863
