,sentiment_cat,customer_turns,agent_turns,total_turns,turn_ratio,avg_customer_turn_length,avg_agent_turn_length
0,Negative,8.057007125890737,8.655581947743467,16.712589073634206,0.9289330819615855,76.81298956717603,167.01997831279306
1,Neutral,7.425724637681159,8.11413043478261,15.539855072463768,0.9149701848071413,70.06017142076925,150.07922907406603
2,Positive,6.777777777777778,7.481481481481482,14.25925925925926,0.906114050558495,61.718888621666395,143.43930041152265
